"Date","S. Agnese","S. Agostin","S. Angelo","Angelo Rafael","S. Antonino","S. Aponal","S. Barnaba","S. Basilio","S. Basso","S. Beneto","S. Biagio","S. Boldo","S. Bartolomeo","S. Canziano","S. Cassiano","S. Croce","S. Eufemia","S. Fantin","S. Felice","S. Fosca","S. Geremia","S. Giacomo dell'Orio","S. Giovanni Decollato","S. Giovanni di Rialto","S. Giovanni Crisostomo","S. Giovanni Battista in Bragora","S. Giovanni Novo","S. Giustina","S. Gregorio","S. Lio","S. Luca","S. Lucia","S. Leonardo","S. Marcilian","S. Marco","S. Marcuola","S. Margherita","S. Maria Formosa","S. Maria Maddalena","S. Maria Mater Domini","S. Maria Nova","S. Maria Zobenigo","S. Marina","S. Martino","S. Mattio","S. Maurizio","S. Moisé","S. Nicola","S. Pantalon","S. Paternian","S. Pietro di Castello","S. Polo","S. Provolo","S. Salvador","S. Samuele","S. Severo","S. Silvestro","S. Simon Grande","S. Simon Piccolo","S. Sofia","S. Stae","S. Stin","S. Ternita","S. Tomà","S. Trovaso","S. Vidal","S. Vio","S. Ziminian","S. Zulian","S. Apostoli"
"4/12/2029",,0,0,0,0,1,0,0,0,,0,,0,0,,1,1,,0,0,2,0,,0,0,2,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,0,1,0,0,1,0,1,0,,,0,,1,3,,0,,1,,,0,0,,0,0,1
"4/13/2029",,0,0,0,0,0,0,1,0,,0,,0,0,,0,0,,0,0,0,0,,0,0,1,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,0,0,0,1,,,0,,1,0,,1,,0,,,0,0,,0,1,1
"4/14/2029",,0,0,0,0,0,2,0,0,,1,,0,1,,2,1,,0,0,2,1,,0,0,1,0,,,0,0,,0,,0,1,0,1,0,,0,0,1,,0,0,1,0,1,0,0,0,,,0,,0,1,,1,,0,,,1,0,,0,0,0
"4/15/2029",,0,1,0,2,0,0,0,0,,0,,0,1,,1,1,,1,0,0,1,,0,0,1,0,,,0,0,,0,,0,1,0,1,0,,1,0,0,,0,0,0,2,1,0,4,0,,,0,,0,1,,0,,0,,,1,1,,0,0,1
"4/16/2029",,0,0,0,0,0,0,1,0,,0,,0,0,,0,0,,1,0,0,0,,0,1,0,0,,,0,0,,0,,2,3,0,0,0,,0,0,0,,0,0,0,1,0,0,0,1,,,0,,0,0,,0,,1,,,0,0,,0,0,3
"4/17/2029",,0,0,0,0,2,1,0,1,,0,,0,2,,0,1,,0,0,1,1,,0,0,1,0,,,0,0,,0,,1,0,0,0,2,,0,1,0,,0,0,0,0,0,0,1,0,,,0,,0,0,,1,,0,,,0,0,,0,1,1
"4/18/2029",,0,1,0,0,1,0,0,0,,0,,2,2,,0,0,,0,0,0,0,,0,0,1,2,,,0,0,,0,,2,0,0,2,0,,0,0,2,,0,0,1,1,1,0,2,0,,,0,,0,0,,0,,0,,,0,1,,0,0,0
"4/19/2029",,0,0,1,1,0,0,0,0,,0,,0,0,,0,1,,0,0,3,0,,1,0,0,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,0,1,,,0,,0,0,,0,,0,,,0,0,,0,1,0
"4/20/2029",,0,1,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,1,1,,0,0,1,0,,,0,0,,0,,1,0,0,0,0,,0,0,0,,1,0,0,0,1,0,1,0,,,0,,1,1,,0,,0,,,0,0,,0,0,0
"4/21/2029",,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,,0,0,1,0,,1,0,1,0,,,0,0,,0,,0,0,0,3,0,,0,0,0,,0,0,1,1,1,0,0,0,,,0,,1,0,,0,,0,,,0,0,,0,1,0
"4/22/2029",,0,0,1,1,0,0,0,0,,0,,0,1,,0,0,,0,0,0,1,,0,1,2,2,,,0,0,,0,,0,2,0,1,0,,0,0,0,,0,0,0,1,0,0,1,0,,,0,,0,0,,0,,0,,,0,0,,0,0,3
"4/23/2029",,0,1,1,0,1,0,1,0,,0,,0,0,,0,1,,0,0,1,2,,0,0,1,0,,,0,0,,0,,0,2,0,0,0,,0,1,1,,0,0,1,2,0,0,2,0,,,1,,0,0,,2,,0,,,1,0,,1,1,0
"4/24/2029",,0,0,0,0,0,0,0,0,,0,,0,0,,0,1,,0,0,0,0,,0,0,1,0,,,0,0,,0,,1,1,1,0,0,,0,2,0,,0,0,0,0,0,0,2,1,,,0,,1,1,,1,,0,,,0,0,,0,0,1
"4/25/2029",,0,0,2,0,0,0,1,0,,0,,0,1,,0,1,,0,0,0,0,,0,0,3,0,,,1,0,,0,,0,2,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,,,0,,0,0,,1,,0,,,1,0,,0,1,1
"4/26/2029",,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,2,0,1,0,,1,0,1,0,,,0,0,,0,,0,1,0,0,1,,0,1,0,,0,0,0,0,2,0,0,0,,,0,,0,0,,1,,0,,,1,0,,1,0,1
"4/27/2029",,1,0,2,0,0,0,0,0,,0,,0,0,,0,0,,0,0,1,1,,0,0,1,0,,,0,2,,0,,0,2,0,0,0,,0,0,1,,0,0,0,0,0,0,0,0,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"4/28/2029",,0,0,0,0,1,0,0,0,,0,,1,1,,0,0,,0,0,1,0,,0,0,3,1,,,0,0,,0,,0,0,0,0,0,,1,0,0,,0,0,0,0,0,0,0,0,,,0,,0,0,,0,,0,,,1,0,,0,2,1
"4/29/2029",,0,0,3,0,1,0,1,0,,0,,0,0,,0,0,,0,0,3,0,,0,0,2,0,,,0,0,,0,,0,0,0,1,0,,0,0,0,,0,0,0,0,0,0,1,0,,,0,,1,2,,0,,0,,,1,0,,1,0,0
"4/30/2029",,0,1,1,1,1,0,0,0,,0,,0,1,,0,0,,0,0,1,1,,0,0,2,0,,,0,1,,0,,1,1,0,1,1,,0,0,2,,0,0,0,0,1,1,0,0,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"5/1/2029",,0,0,0,0,0,0,0,0,,0,,1,0,,0,0,,0,0,2,0,,0,0,0,0,,,0,0,,0,,1,2,0,0,0,,0,0,0,,0,0,0,0,2,0,1,1,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"5/2/2029",,0,0,0,1,0,0,0,0,,0,,0,0,,0,0,,1,0,1,2,,0,0,0,0,,,0,2,,0,,0,0,1,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,,0,,0,0,,2,,0,,,0,0,,2,1,1
"5/3/2029",,0,0,2,0,0,0,1,0,,0,,1,0,,0,1,,0,0,0,0,,3,0,0,0,,,0,0,,0,,1,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,,,0,,0,0,,0,,0,,,0,0,,0,1,1
"5/4/2029",,0,1,0,0,0,0,0,0,,0,,0,0,,0,1,,2,0,1,0,,0,0,0,0,,,0,1,,0,,1,2,1,0,0,,0,0,0,,0,0,3,0,0,0,0,0,,,2,,0,0,,0,,0,,,0,0,,0,1,2
"5/5/2029",,0,0,1,0,0,0,1,0,,0,,1,0,,1,1,,1,0,3,1,,0,0,1,0,,,0,1,,0,,0,0,1,0,0,,0,0,1,,0,0,0,0,0,0,2,0,,,0,,0,2,,0,,0,,,0,0,,0,0,0
"5/6/2029",,0,0,0,1,0,0,0,0,,0,,0,0,,1,0,,0,0,2,0,,0,0,1,0,,,0,0,,0,,0,5,0,2,0,,0,0,0,,1,0,2,0,1,0,0,0,,,0,,0,0,,1,,1,,,0,0,,0,0,1
"5/7/2029",,1,0,0,1,1,0,0,0,,0,,0,0,,0,0,,0,0,0,1,,0,1,0,0,,,0,1,,0,,0,0,2,0,0,,0,0,0,,0,0,0,0,0,0,0,1,,,0,,1,2,,1,,0,,,1,0,,0,1,1
"5/8/2029",,0,0,0,0,0,0,1,0,,0,,0,0,,0,2,,1,0,1,0,,0,1,1,0,,,1,1,,0,,0,0,1,1,0,,0,0,0,,0,0,2,0,1,0,1,0,,,1,,1,0,,0,,0,,,0,0,,0,1,3
"5/9/2029",,0,1,0,1,0,1,2,0,,1,,0,0,,0,0,,0,0,2,1,,0,0,1,0,,,0,1,,1,,0,0,1,3,1,,0,0,0,,0,0,1,1,0,0,1,1,,,0,,1,0,,0,,0,,,0,0,,0,0,0
"5/10/2029",,0,0,0,0,0,0,0,0,,0,,0,2,,0,1,,0,0,1,2,,0,0,1,0,,,0,1,,0,,0,2,0,0,1,,0,0,0,,0,0,0,1,0,0,0,1,,,1,,2,0,,0,,0,,,0,0,,2,2,0
"5/11/2029",,0,1,1,1,0,0,2,0,,0,,0,0,,0,0,,0,0,1,0,,1,0,0,1,,,0,0,,0,,0,2,1,3,0,,0,0,0,,0,0,0,2,1,0,1,1,,,0,,3,1,,0,,0,,,2,0,,0,1,0
"5/12/2029",,0,0,0,0,0,0,0,0,,0,,0,1,,0,0,,0,0,2,1,,2,1,3,0,,,0,0,,0,,0,1,2,2,0,,0,1,0,,0,0,0,1,0,0,2,0,,,2,,0,1,,1,,0,,,1,0,,0,0,1
"5/13/2029",,0,0,0,1,0,0,0,0,,0,,0,0,,1,2,,1,0,2,1,,0,0,0,0,,,0,0,,0,,0,1,1,0,0,,0,1,1,,0,1,1,0,1,0,0,0,,,0,,0,2,,0,,1,,,0,0,,0,1,1
"5/14/2029",,0,1,0,0,0,0,2,0,,0,,0,0,,0,1,,0,0,0,1,,0,0,0,0,,,0,1,,0,,1,3,0,1,0,,1,0,1,,0,1,3,1,0,0,1,1,,,0,,2,0,,1,,0,,,1,0,,0,2,1
"5/15/2029",,0,0,1,1,0,0,1,0,,1,,0,0,,0,1,,0,0,3,1,,0,0,0,0,,,1,1,,0,,1,0,0,2,0,,0,0,1,,0,0,1,2,0,1,2,0,,,0,,0,0,,0,,0,,,1,0,,0,1,1
"5/16/2029",,0,0,0,0,0,2,3,0,,1,,0,0,,0,0,,1,0,1,1,,1,0,0,0,,,0,1,,0,,0,2,0,0,0,,0,0,0,,0,0,1,1,1,0,3,0,,,0,,0,0,,1,,0,,,0,0,,0,1,2
"5/17/2029",,0,0,0,1,1,0,0,0,,0,,1,1,,2,0,,1,0,1,0,,0,1,0,0,,,0,2,,0,,0,3,2,0,1,,0,0,3,,1,0,1,0,0,0,0,1,,,1,,0,0,,1,,0,,,0,0,,0,0,0
"5/18/2029",,0,1,2,0,0,0,0,0,,0,,1,0,,2,0,,2,0,2,0,,0,1,1,2,,,1,0,,0,,0,0,0,1,0,,0,0,0,,0,0,1,0,0,0,0,0,,,0,,0,0,,0,,0,,,1,0,,0,0,0
"5/19/2029",,0,0,0,0,1,1,0,0,,0,,0,1,,0,1,,1,0,1,0,,1,0,0,0,,,0,2,,0,,0,1,1,0,1,,0,0,0,,0,0,0,0,3,0,0,0,,,0,,2,2,,0,,0,,,0,0,,0,0,2
"5/20/2029",,0,0,1,0,0,1,0,0,,0,,0,2,,1,0,,1,0,0,1,,1,0,1,1,,,1,1,,0,,0,4,0,3,0,,0,1,1,,0,0,0,1,1,0,0,1,,,0,,1,1,,0,,0,,,1,0,,0,1,4
"5/21/2029",,0,0,1,0,1,0,2,0,,0,,0,1,,2,2,,0,0,1,0,,0,0,1,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,0,0,0,0,,,0,,1,0,,0,,0,,,1,0,,0,0,3
"5/22/2029",,0,0,0,0,0,0,0,0,,0,,0,1,,0,0,,1,0,0,0,,0,0,1,0,,,0,0,,0,,0,4,0,1,0,,0,0,1,,0,0,1,0,1,0,0,1,,,0,,0,0,,0,,0,,,0,0,,0,1,1
"5/23/2029",,2,0,0,1,0,0,1,0,,0,,0,1,,1,0,,0,0,0,0,,0,0,1,0,,,0,0,,0,,0,1,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,,,0,,0,1,,0,,0,,,0,1,,0,0,1
"5/24/2029",,0,0,1,0,0,0,0,0,,0,,1,1,,0,1,,0,0,1,0,,0,1,0,1,,,1,0,,0,,0,3,3,0,0,,0,1,2,,0,0,1,2,1,0,0,0,,,0,,0,0,,2,,0,,,1,2,,1,1,1
"5/25/2029",,1,1,0,0,0,0,1,0,,0,,0,3,,1,1,,0,0,3,0,,0,1,0,1,,,0,0,,0,,0,0,0,0,0,,0,0,0,,1,0,5,0,0,0,0,1,,,0,,0,0,,2,,0,,,0,0,,0,0,0
"5/26/2029",,0,1,3,0,0,0,0,0,,0,,0,3,,1,1,,2,0,1,0,,0,0,1,0,,,1,1,,0,,0,3,0,1,0,,0,0,0,,0,0,0,0,1,0,0,0,,,0,,0,0,,0,,0,,,0,0,,0,0,2
"5/27/2029",,1,1,1,0,1,0,0,0,,0,,0,3,,1,0,,0,0,2,1,,0,0,0,0,,,0,1,,0,,1,1,0,1,0,,0,0,1,,0,0,0,1,0,0,2,1,,,2,,0,0,,0,,0,,,0,0,,0,1,0
"5/28/2029",,0,0,1,0,0,0,2,0,,0,,0,1,,0,0,,0,0,1,0,,1,1,0,0,,,0,0,,0,,1,1,1,2,1,,0,0,0,,0,1,0,0,0,0,3,0,,,0,,2,1,,2,,0,,,2,0,,0,1,2
"5/29/2029",,0,0,1,0,0,1,0,0,,0,,0,1,,0,4,,0,0,0,1,,0,0,0,0,,,0,0,,0,,0,1,1,1,1,,0,0,1,,0,0,1,0,0,1,0,0,,,0,,2,0,,0,,0,,,1,0,,1,1,1
"5/30/2029",,0,0,2,0,1,0,0,0,,0,,1,0,,0,0,,0,0,1,0,,2,0,2,0,,,0,0,,1,,1,1,0,1,0,,0,0,0,,0,0,3,1,0,0,0,0,,,0,,0,1,,1,,1,,,0,0,,0,1,1
"5/31/2029",,0,0,0,0,0,1,1,0,,0,,0,1,,0,1,,1,0,1,0,,0,1,0,1,,,0,0,,0,,2,1,2,1,0,,0,0,0,,0,0,0,0,0,0,3,0,,,0,,2,0,,1,,0,,,1,0,,0,0,0
"6/1/2029",,0,0,1,0,1,0,0,1,,0,,0,0,,1,0,,0,0,1,0,,0,0,1,0,,,0,0,,0,,1,3,0,1,0,,0,0,0,,1,0,1,0,1,0,3,0,,,0,,0,0,,2,,0,,,2,0,,1,0,1
"6/2/2029",,0,1,0,0,0,0,0,0,,0,,0,0,,1,1,,0,0,1,1,,0,0,1,0,,,1,0,,0,,1,2,0,1,1,,1,2,1,,0,0,0,0,0,0,4,0,,,1,,0,1,,0,,0,,,1,1,,0,0,0
"6/3/2029",,1,0,0,0,1,0,0,0,,0,,0,3,,0,0,,0,0,1,1,,0,0,2,0,,,0,0,,0,,0,0,0,1,0,,0,0,1,,0,0,2,0,0,0,0,0,,,0,,0,3,,2,,0,,,0,0,,2,0,1
"6/4/2029",,0,0,0,1,0,0,0,0,,0,,0,1,,0,1,,1,0,1,1,,0,0,1,1,,,0,1,,1,,0,1,0,2,0,,0,0,0,,0,0,1,3,1,0,3,0,,,0,,0,1,,1,,0,,,2,0,,0,0,1
"6/5/2029",,1,0,0,0,0,1,0,2,,0,,1,1,,0,2,,1,0,1,0,,1,0,0,1,,,0,0,,0,,0,2,0,0,0,,0,0,0,,0,0,0,0,0,1,2,0,,,0,,0,0,,0,,0,,,3,1,,1,0,1
"6/6/2029",,0,0,0,0,0,0,1,0,,0,,0,2,,1,1,,0,0,2,0,,0,0,2,0,,,1,0,,0,,0,0,1,1,1,,0,0,0,,1,0,3,0,1,0,2,0,,,0,,0,2,,0,,0,,,0,1,,0,6,2
"6/7/2029",,0,1,3,0,0,2,1,1,,0,,1,0,,0,1,,0,0,2,0,,0,1,0,0,,,0,1,,0,,0,1,2,2,0,,0,0,0,,0,1,3,1,0,0,3,1,,,0,,1,0,,0,,0,,,0,0,,1,1,2
"6/8/2029",,0,1,0,0,0,1,0,0,,1,,0,1,,0,0,,0,0,1,0,,1,1,2,0,,,0,0,,0,,0,1,0,0,0,,1,0,0,,0,0,0,0,3,1,2,2,,,1,,3,1,,0,,0,,,0,0,,0,1,0
"6/9/2029",,0,0,0,0,1,0,1,1,,0,,0,1,,0,1,,1,0,0,0,,0,0,1,0,,,0,0,,0,,0,3,0,1,0,,0,0,0,,0,0,1,1,0,1,1,0,,,1,,0,1,,1,,0,,,2,1,,0,0,2
"6/10/2029",,0,0,0,1,0,1,0,0,,0,,0,1,,1,1,,0,0,1,2,,1,0,1,1,,,0,0,,0,,1,1,0,1,0,,0,0,0,,0,0,0,1,1,0,1,1,,,1,,0,1,,0,,0,,,0,0,,1,0,2
"6/11/2029",,0,1,0,0,0,2,2,0,,0,,2,1,,0,2,,0,0,4,2,,0,2,0,0,,,1,2,,0,,1,2,0,0,0,,0,0,0,,0,0,2,2,1,0,2,0,,,0,,0,1,,0,,1,,,0,0,,1,1,0
"6/12/2029",,0,1,1,0,0,1,0,0,,2,,0,0,,2,0,,0,0,0,0,,1,0,2,0,,,0,0,,1,,1,1,0,3,0,,0,0,0,,0,1,0,2,1,0,4,0,,,0,,1,0,,2,,1,,,2,0,,0,2,2
"6/13/2029",,0,0,0,1,1,2,2,0,,0,,0,0,,0,4,,0,0,3,1,,0,2,0,0,,,1,0,,0,,2,1,0,0,0,,0,0,0,,1,0,1,1,0,0,1,1,,,0,,0,1,,0,,0,,,2,0,,0,2,1
"6/14/2029",,0,1,1,0,0,0,3,0,,0,,0,0,,4,5,,0,0,3,0,,0,1,2,2,,,1,0,,0,,0,3,1,2,0,,0,0,1,,0,0,1,0,1,0,2,1,,,0,,0,1,,2,,0,,,0,0,,0,2,2
"6/15/2029",,0,1,2,2,0,0,0,0,,0,,1,3,,3,0,,0,0,2,1,,0,0,1,0,,,0,0,,1,,1,0,1,1,0,,0,0,0,,0,0,5,1,0,0,2,0,,,0,,0,1,,1,,1,,,0,0,,1,1,0
"6/16/2029",,0,0,0,1,0,0,1,0,,0,,1,0,,1,0,,0,0,2,1,,0,0,1,2,,,0,0,,0,,1,1,0,0,1,,1,0,0,,1,0,3,0,0,0,1,0,,,0,,0,2,,0,,0,,,1,0,,0,2,0
"6/17/2029",,0,0,1,0,1,0,0,1,,0,,0,0,,0,0,,0,0,1,1,,0,1,2,0,,,2,0,,0,,0,6,0,0,1,,0,0,0,,1,0,0,0,4,0,2,0,,,0,,1,3,,3,,0,,,0,1,,1,1,2
"6/18/2029",,0,0,0,0,1,0,1,0,,1,,0,2,,0,0,,1,0,1,0,,0,0,3,0,,,0,2,,0,,0,2,1,2,0,,0,0,0,,0,0,2,1,0,0,4,2,,,0,,0,0,,0,,0,,,2,0,,1,0,2
"6/19/2029",,0,0,0,1,0,0,0,0,,0,,0,0,,0,2,,0,0,2,2,,0,0,0,0,,,0,2,,0,,0,2,1,0,0,,2,1,1,,0,0,0,0,0,0,3,0,,,0,,0,0,,2,,0,,,0,1,,0,0,1
"6/20/2029",,0,1,1,0,1,0,0,0,,0,,0,0,,0,1,,2,0,1,0,,1,1,1,0,,,0,1,,0,,0,0,0,1,0,,0,0,0,,0,2,0,0,0,0,2,0,,,0,,0,0,,0,,1,,,1,0,,0,0,1
"6/21/2029",,0,3,0,0,0,0,0,0,,0,,0,1,,1,2,,0,0,3,2,,0,0,1,0,,,0,0,,0,,0,0,1,0,0,,0,0,0,,0,0,0,1,1,0,2,0,,,0,,0,1,,0,,0,,,1,0,,1,0,2
"6/22/2029",,0,0,1,0,0,1,0,0,,0,,0,0,,0,0,,0,0,0,0,,0,0,1,1,,,0,2,,0,,0,1,1,0,0,,0,0,2,,0,0,0,0,0,1,2,0,,,1,,0,1,,1,,0,,,1,0,,0,2,1
"6/23/2029",,0,1,1,0,1,0,0,0,,0,,0,0,,0,2,,0,0,1,0,,0,1,3,1,,,1,1,,0,,1,1,0,4,0,,0,0,0,,0,0,0,1,2,0,2,1,,,0,,2,1,,1,,1,,,2,0,,0,1,1
"6/24/2029",,0,0,0,2,0,0,0,1,,0,,0,1,,0,2,,0,0,2,0,,0,0,0,2,,,0,4,,0,,1,4,1,0,0,,0,0,0,,0,0,0,0,3,0,3,0,,,0,,0,0,,0,,1,,,0,0,,0,0,0
"6/25/2029",,0,1,0,0,0,0,1,0,,0,,0,2,,1,0,,1,0,1,0,,1,0,1,0,,,0,1,,0,,3,2,0,1,0,,0,0,0,,1,1,1,0,0,0,3,1,,,0,,0,0,,3,,1,,,0,0,,0,0,1
"6/26/2029",,0,0,3,0,0,0,2,0,,0,,0,0,,0,0,,1,0,2,2,,1,0,2,0,,,0,1,,0,,0,1,0,1,0,,0,0,0,,0,0,0,1,0,1,0,,,,1,,1,0,,0,,0,,,0,1,,0,1,0
"6/27/2029",,0,0,0,1,0,0,0,0,,0,,0,2,,0,0,,2,0,0,0,,1,1,1,0,,,0,2,,0,,5,3,1,4,1,,0,1,1,,0,0,0,0,0,0,3,,,,0,,1,0,,0,,1,,,1,1,,0,1,1
"6/28/2029",,0,1,0,1,0,1,0,0,,1,,2,1,,3,0,,0,0,2,0,,0,0,1,0,,,0,1,,0,,0,2,0,2,1,,0,1,0,,0,0,2,0,0,1,5,,,,0,,0,0,,2,,0,,,0,1,,0,2,1
"6/29/2029",,0,1,1,3,0,0,1,0,,0,,0,0,,0,0,,1,0,4,0,,0,1,0,1,,,1,0,,0,,0,3,0,1,0,,0,1,0,,0,1,0,0,1,1,2,,,,2,,0,2,,1,,1,,,1,1,,1,1,0
"6/30/2029",,0,0,0,0,1,0,1,0,,1,,0,1,,0,2,,1,0,1,1,,0,1,0,0,,,0,0,,0,,0,4,0,0,2,,2,1,0,,0,0,2,0,0,0,2,,,,0,,0,1,,0,,0,,,0,0,,2,0,1
"7/1/2029",,0,0,2,1,0,0,1,0,,1,,0,0,,0,1,,1,0,2,0,,0,0,1,0,,,1,1,,1,,0,0,1,1,0,,0,0,0,,0,0,0,3,1,0,2,,,,1,,1,0,,2,,0,,,0,1,,0,0,0
"7/2/2029",,0,0,0,0,0,1,1,0,,0,,0,2,,1,0,,0,0,2,4,,0,0,1,2,,,0,1,,0,,0,2,0,2,0,,0,0,1,,2,0,0,0,0,0,5,,,,0,,1,2,,1,,0,,,0,0,,1,0,2
"7/3/2029",,0,1,0,0,1,2,0,0,,0,,0,1,,1,2,,0,0,2,2,,0,1,0,2,,,0,1,,2,,0,1,2,1,0,,1,1,2,,1,0,2,0,3,0,3,,,,0,,0,0,,0,,1,,,0,0,,0,0,1
"7/4/2029",,0,0,1,0,0,2,0,1,,0,,3,2,,0,1,,1,0,4,1,,0,0,0,1,,,1,1,,0,,0,2,1,0,0,,0,0,1,,1,0,3,0,0,1,4,,,,1,,0,1,,0,,0,,,0,0,,0,1,0
"7/5/2029",,0,0,1,0,1,3,0,0,,0,,0,1,,0,0,,0,0,4,1,,0,0,1,1,,,0,0,,0,,0,1,0,1,0,,1,0,1,,0,0,3,0,1,0,1,,,,3,,1,0,,1,,0,,,0,0,,0,2,1
"7/6/2029",,0,1,1,0,2,2,0,0,,1,,1,0,,0,2,,0,0,1,1,,2,0,0,1,,,1,0,,0,,0,1,0,2,0,,0,1,1,,0,0,4,0,0,0,2,,,,0,,0,0,,1,,0,,,0,0,,1,0,3
"7/7/2029",,0,1,3,0,0,0,0,0,,1,,0,0,,1,1,,0,0,2,0,,0,0,1,0,,,0,0,,0,,0,4,2,2,0,,0,0,1,,0,0,0,1,1,0,4,,,,1,,0,0,,0,,0,,,1,0,,0,1,2
"7/8/2029",,0,1,0,0,0,0,2,0,,1,,0,0,,0,0,,0,0,2,4,,1,1,1,0,,,1,1,,0,,1,2,0,2,0,,0,0,0,,1,0,0,1,3,1,0,,,,1,,1,2,,0,,0,,,0,0,,0,0,0
"7/9/2029",,1,1,0,0,1,1,0,0,,0,,1,1,,0,0,,0,1,3,1,,0,1,0,0,,,0,1,,0,,0,1,3,1,0,,0,0,1,,1,0,0,1,1,0,0,,,,0,,0,0,,0,,0,,,0,1,,0,1,0
"7/10/2029",,0,0,0,0,1,1,2,0,,1,,0,0,,0,0,,1,0,0,1,,1,0,2,0,,,0,0,,0,,0,3,0,3,0,,1,0,1,,0,1,0,2,2,2,3,,,,0,,2,0,,2,,0,,,0,0,,0,1,0
"7/11/2029",,0,1,0,0,0,0,0,0,,0,,1,0,,1,0,,1,0,0,0,,0,0,1,1,,,0,2,,1,,1,3,1,2,0,,0,0,0,,1,0,1,0,1,0,0,,,,0,,0,1,,0,,0,,,0,0,,0,1,2
"7/12/2029",,0,0,0,1,1,0,0,0,,0,,0,3,,2,0,,0,0,0,1,,0,0,1,1,,,0,1,,0,,1,0,1,0,0,,0,0,0,,0,0,0,0,0,0,1,,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"7/13/2029",,0,1,0,0,0,0,0,0,,0,,0,1,,1,0,,0,0,0,0,,0,0,1,0,,,0,0,,0,,1,2,0,2,1,,0,0,0,,0,0,1,1,0,0,1,,,,0,,0,0,,0,,1,,,0,1,,0,1,0
"7/14/2029",,0,0,2,0,2,0,0,1,,0,,0,1,,0,0,,0,0,3,1,,0,1,0,0,,,0,0,,0,,0,3,0,1,0,,1,0,0,,1,0,3,1,0,0,1,,,,1,,0,0,,1,,0,,,0,0,,0,0,1
"7/15/2029",,0,1,2,0,0,0,0,0,,0,,1,0,,2,0,,0,0,1,0,,0,0,2,0,,,1,1,,0,,0,0,1,0,0,,1,2,0,,0,0,1,1,1,0,2,,,,0,,0,0,,0,,0,,,0,0,,1,1,1
"7/16/2029",,0,1,2,1,1,0,1,0,,0,,0,2,,0,1,,0,0,3,1,,1,0,0,0,,,1,2,,0,,1,4,0,1,0,,0,0,0,,0,0,1,1,0,0,2,,,,1,,0,1,,0,,0,,,0,1,,0,0,1
"7/17/2029",,0,0,0,0,0,0,0,0,,0,,0,1,,0,1,,0,0,1,1,,0,1,0,0,,,0,0,,0,,0,2,0,0,0,,0,2,0,,0,1,0,1,0,0,0,,,,1,,0,0,,0,,0,,,0,0,,0,0,0
"7/18/2029",,1,1,0,1,0,0,2,0,,0,,1,0,,1,0,,0,1,2,1,,1,0,0,1,,,1,0,,1,,0,1,0,2,0,,1,1,0,,0,0,1,1,0,0,3,,,,1,,0,2,,0,,0,,,0,0,,0,0,1
"7/19/2029",,0,1,2,1,0,0,1,0,,0,,0,2,,3,1,,1,0,0,0,,0,0,2,0,,,0,1,,2,,0,4,1,1,0,,1,0,1,,0,0,2,0,0,1,1,,,,1,,0,0,,1,,0,,,0,0,,0,0,0
"7/20/2029",,0,1,1,0,0,0,0,0,,0,,0,0,,1,0,,0,0,2,2,,0,0,1,0,,,1,0,,0,,0,1,0,2,0,,0,0,1,,0,0,1,0,0,0,1,,,,0,,0,0,,1,,0,,,0,0,,0,1,0
"7/21/2029",,0,0,2,1,1,0,1,0,,0,,0,2,,1,0,,0,0,1,1,,0,0,0,1,,,0,0,,1,,0,3,1,1,0,,0,0,0,,1,0,1,1,0,0,3,,,,0,,0,0,,1,,0,,,0,0,,0,1,1
"7/22/2029",,0,1,1,0,0,0,1,0,,0,,0,0,,2,1,,0,0,1,2,,0,0,2,1,,,0,0,,0,,0,4,2,1,1,,0,0,0,,0,0,0,0,2,0,0,,,,1,,1,0,,0,,0,,,0,0,,1,0,0
"7/23/2029",,0,1,0,2,2,2,0,0,,0,,3,3,,1,1,,0,0,1,0,,1,0,0,1,,,0,0,,0,,1,1,0,1,0,,0,0,0,,1,0,0,0,1,0,3,,,,2,,0,0,,1,,0,,,1,0,,0,0,3
"7/24/2029",,1,1,0,0,0,0,1,0,,0,,0,1,,1,2,,0,0,3,0,,0,0,0,2,,,0,1,,1,,1,1,0,2,0,,0,0,0,,0,0,1,2,0,0,2,,,,1,,0,1,,0,,1,,,1,0,,0,0,0
"7/25/2029",,0,1,1,0,1,1,0,0,,0,,0,1,,2,1,,0,0,1,0,,0,0,0,0,,,0,0,,0,,0,0,0,1,0,,0,0,0,,0,0,1,1,0,0,3,,,,0,,0,1,,0,,0,,,0,1,,0,0,2
